AL	4.33342977970349
AK	3.0386016432788
AZ	8.4588971917804
AR	-0.288650253335961
CA	2.62668115104517
CO	-0.270814288323596
CT	1.66957151117058
DE	8.06911370932506
FL	6.66269360307214
GA	6.11001928368695
HI	4.51951047830387
ID	-6.1400466936209
IL	3.88179209127111
IN	-3.28647531027189
IA	-3.070722253113
KS	9.11163647678595
KY	-5.4241823555779
LA	-1.4780236724929
ME	-8.45627552474278
MD	5.93566990038548
MA	-0.79978388782326
MI	-2.47409646806746
MN	-7.97681283495895
MS	-2.59073531531943
MO	-3.21708949857575
MT	0.471818989445051
NE	6.64034520303643
NV	5.8818683075981
NH	7.70380085344884
NJ	-3.43335589265853
NM	9.39379754671494
NY	3.15535105181329
NC	-1.33399963733216
ND	8.32114592402825
OH	-7.48320365909204
OK	-2.18476401474662
OR	-5.7249647310273
PA	-0.0306650372247628
RI	-4.66698890125869
SC	5.37501508334331
SD	-3.25564681666722
TN	4.32762016049624
TX	1.65982249210718
UT	9.47612810447992
VT	5.28983138963934
VA	-1.97313234429284
WA	-6.74629322611716
WV	1.28827366799339
WI	2.68798574944184
WY	-0.22922186061289
