AL	-0.324411373711387
AK	9.57628966967527
AZ	9.13329786007973
AR	7.1320293398027
CA	-7.96103322263874
CO	-5.05877089741763
CT	-8.05723414519192
DE	-9.05445132348656
FL	-2.13706309642841
GA	7.49357657290771
HI	-9.54601295349249
ID	-4.36455462168865
IL	-0.87602026417308
IN	-9.82991347128646
IA	6.77531906170307
KS	2.268184970805
KY	-2.63983138502253
LA	7.12413053360089
ME	9.89950857048178
MD	-4.52420257425569
MA	-1.20737009991824
MI	5.13235581752727
MN	3.22714838342666
MS	4.62881143197988
MO	-0.94868961424322
MT	-6.37146078373417
NE	0.457778888584583
NV	3.54240929170444
NH	6.89512195964626
NJ	-4.86198952008659
NM	4.67009969333568
NY	-4.836500284559
NC	2.41983466047402
ND	3.94872736513903
OH	-0.848441206706914
OK	-3.97273353560783
OR	-9.80143821329368
PA	5.28699293678231
RI	-0.431128980451398
SC	0.727456784649895
SD	7.56767381773659
TN	-7.02202413541084
TX	7.92093351156838
UT	7.50603328968431
VT	-7.41392072700505
VA	5.3643968951695
WA	-0.385169591333309
WV	-4.16632691676117
WI	-6.83447622669823
WY	-2.30912451461151
