AL	-3.19023891857751
AK	-5.37814741816806
AZ	2.16149610805302
AR	0.969279313028931
CA	-5.29726950153201
CO	-8.44593402336285
CT	2.33588566658436
DE	-9.63847214393001
FL	7.14271349356076
GA	-8.55074884566134
HI	2.74137555994651
ID	5.85715390584021
IL	-9.07414525364057
IN	-9.31478371566976
IA	2.18661732909721
KS	0.390985733238802
KY	-6.00929671552187
LA	7.45886120046822
ME	-0.251191515362104
MD	0.811816911873798
MA	-0.142794895419597
MI	6.61364820373612
MN	-9.54242480726589
MS	-4.59752310290711
MO	9.93834397373633
MT	-7.39141069912751
NE	8.49798731042309
NV	-8.56058197351744
NH	7.69421003506698
NJ	-2.2406466155843
NM	-8.23174499113657
NY	-2.74597334514024
NC	6.05255355155102
ND	0.890429815228268
OH	5.22560219270301
OK	-3.07552534823314
OR	7.8998949250779
PA	6.2401032180225
RI	5.02487576110416
SC	9.05750289541265
SD	-3.5825417612581
TN	1.56715032015362
TX	3.67526257950643
UT	1.05387911199752
VT	3.03547477055563
VA	-1.41375203105634
WA	8.78891373564309
WV	8.04311013792309
WI	8.16350419908545
WY	-9.51506334388114
