AL	7.21325340391228
AK	4.62213380571819
AZ	-5.73159868963253
AR	7.30439286470851
CA	-3.09227023791864
CO	-6.48421966833825
CT	3.75140074362434
DE	-8.37232332935903
FL	1.42990925980099
GA	-4.03420651818526
HI	6.84477403018867
ID	-5.03671770144196
IL	0.815578175680953
IN	-9.62486492706916
IA	-6.06447849831929
KS	1.29055794845351
KY	-5.74679893548405
LA	-9.6222385634165
ME	3.06710466538621
MD	-9.70990296820111
MA	8.62637653984062
MI	-0.124127847560763
MN	9.6211266019874
MS	4.68298844308622
MO	0.412914281226346
MT	-4.30690418216851
NE	-7.15550078498368
NV	-8.47985204164083
NH	0.39808758779601
NJ	-7.01709274330884
NM	-4.41588239694377
NY	-9.38679870959475
NC	4.33472127781776
ND	5.41053928722048
OH	8.09048106132777
OK	7.23086924501312
OR	4.07473176378133
PA	2.48816503593191
RI	3.04960551000629
SC	-9.41127444973014
SD	-3.98910607057808
TN	-1.90154946213827
TX	-8.34532528888216
UT	3.23969024871482
VT	-4.97522138469449
VA	9.79434560415152
WA	3.43400088567737
WV	-1.70077565798612
WI	3.53805791566794
WY	-9.00181815321495
